,text
21771,i find the application great
21772,butyfull
21773,bhi take ki ringtone ho aap laga sake
21774,"before was ok, now is full with adds."
21775,human ❤️ dinanath
21776,great service
21777,team for this app
21778,give
21779,bahai
21780,vishnu branch handed
21781,mumbai bahai yt
21782,good
21783,nice app
21784,really good
21785,excellent
21786,very useful app
21787,love it
21788,i enjoy going threw all the selections each time i can. funny and enjoyable.
21789,great xxxx
21790,love edge
21791,good
21792,great
21793,i love it ❤
21794,a very best app. i can find every kind of ringtones nd wallpapers i want
21795,better than others
21796,nice
21797,very good
21798,"enjoyed this app for years w/out issue. about a month ago however, it simply will not open. i continue to get an error msg stating ""servers can not be found, try again later"" i've updated as well as un/installing. super disappointed installing & done w/ it now. buzz kill"
21799,super
21800,boot dia
21801,amazing apps can be useful only through premium subscriptions but this app is always free
21802,op
21803,sir updated we chat to unblock all accounts to login problems solve
21804,the best
21805,if i could rate it 0 stars i would. this app used to be so good but now it sucks big time. i can't log in my old acc because of the stupid account protection. useless
21806,the best app so ever
21807,i have problem signing in because of the part where you have to scan
21808,what i
21809,so hard to create account but i managed to create one....
21810,"if you have a week or two to sign in to the app then please go ahead and install it, in other words don't bother with this app"
21811,my father do all the work with this app by china but it is very annoyed for log in
21812,"lovely app, pretty chill"
21813,so different national!
21814,hard to create account but good apk
21815,"bad service, already download but can't use the apps... many time try already but still a same.."
21816,your app has been making my phone unreasonable.....it keeps hanging and reporting itself whenever i want to use it....pls help fix this mess
21817,takes far too much storage space
21818,212 mb??? if add more 300 mb i can download free fire
21819,first day try
21820,signe up problems
21821,out maint kat.
21822,i can't sign up it will always say invalid number
21823,is malaysian so hard to log in what ?
21824,throw this app in the garbage ️️
21825,good
21826,just amazing
21827,电脑版不太好，字母很小，声音的系统也不好
21828,"i'm trying to sign in or create a new account it's not working, really very disappointed actually i really want to use this app but with this average result i'm just dreaming of using it."
21829,"if i can rate 0 stars, it will be good for me. how i hate this app, when you log in this app, you log in already, you need someone to scan the barcode for you. this is the most annoying app i have ever use !!!!!! those who support what is crazy and have an unbound mind. stupid what team. all of you give up your work is easier and more peaceful."
